date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:59:19	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Sat,%2015%20Oct%202022%2018:29:18%20GMT	http://commons.wikimedia.org/wiki/Special:CentralAutoLogin/start?type=1x1	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_CentralAutoLogin/start.ae375.delayed	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:19	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2015%20Oct%202022%2018:29:19%20GMT	https://commons.wikimedia.org/wiki/Special:CentralAutoLogin/start?type=1x1	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_CentralAutoLogin/start.be375.delayed	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:20	20854/20854	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:20%20GMT	https://commons.wikimedia.org/wiki/Special:MyTalk	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_MyTalk.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:21	69172/69172	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:21%20GMT	https://commons.wikimedia.org/wiki/Special:MyContributions	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_MyContributions.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:22	185348/185348	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2000:05:11%20GMT	https://commons.wikimedia.org/wiki/Main_Page	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Main_Page.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:22	143480/143480	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:23:19%20GMT	https://commons.wikimedia.org/wiki/User_talk:Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/User_talk_Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:22	101988/101988	---M-Z	200	added ('OK')	text/html	date:Thu,%2006%20Oct%202022%2018:11:24%20GMT	https://commons.wikimedia.org/wiki/Commons:Welcome	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_Welcome.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:23	125432/125432	---M-Z	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2000:00:40%20GMT	https://commons.wikimedia.org/wiki/Commons:Community_portal	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_Community_portal.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:25	503971/503971	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2017:41:25%20GMT	https://commons.wikimedia.org/wiki/Commons:Village_pump	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_Village_pump.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:25	124975/124975	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:24%20GMT	https://commons.wikimedia.org/wiki/Special:MyLanguage/Help:Contents	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_MyLanguage/Help_Contents.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:26	19923/19923	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:26%20GMT	https://commons.wikimedia.org/wiki/Special:UploadWizard	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_UploadWizard.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:28	229054/229054	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:27%20GMT	https://commons.wikimedia.org/wiki/Special:RecentChanges	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_RecentChanges.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:29	120310/120310	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:28%20GMT	https://commons.wikimedia.org/wiki/Special:NewFiles	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_NewFiles.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:29	0/0	---M--	302	error ('Found')	text/html	date:Sat,%2015%20Oct%202022%2018:29:30%20GMT	https://commons.wikimedia.org/wiki/Special:Random/File	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_Random/File.17.delayed	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:30	57142/57142	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:30%20GMT	https://commons.wikimedia.org/wiki/File:Sceatta_(FindID_439202).jpg	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/File_Sceatta_(FindID_439202).html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:31	62629/62629	---M-Z	200	added ('OK')	text/html	date:Sat,%2008%20Oct%202022%2011:16:50%20GMT	https://commons.wikimedia.org/wiki/Commons:Contact_us	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_Contact_us.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:32	38758/38758	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:31%20GMT	https://commons.wikimedia.org/wiki/Special:WhatLinksHere/User:Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_WhatLinksHere/User_Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:33	76414/76414	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:32%20GMT	https://commons.wikimedia.org/wiki/Special:RecentChangesLinked/User:Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_RecentChangesLinked/User_Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:34	105685/105685	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:33%20GMT	https://commons.wikimedia.org/wiki/Special:Contributions/Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_Contributions/Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:35	72680/72680	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:34%20GMT	https://commons.wikimedia.org/wiki/Special:Log/Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_Log/Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:36	27623/27623	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:36%20GMT	https://commons.wikimedia.org/wiki/Special:UserRights/Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_UserRights/Aash_Gates.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:37	39016/39016	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:36%20GMT	https://commons.wikimedia.org/wiki/Special:SpecialPages	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_SpecialPages.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:37	111436/111436	---M-Z	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2020:53:26%20GMT	https://commons.wikimedia.org/wiki/Commons:General_disclaimer	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_General_disclaimer.html	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:37	2360/2360	---M--	200	added ('OK')	image/png	etag:%22938-5ab7ed12f4a89%22	https://commons.wikimedia.org/static/images/footer/wikimedia-button.png	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/static/images/footer/wikimedia-button.png	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:38	2205/2205	---M--	200	added ('OK')	image/png	etag:%2289d-5bedd0bcaede2%22	https://commons.wikimedia.org/static/images/footer/poweredby_mediawiki_88x31.png	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/static/images/footer/poweredby_mediawiki_88x31.png	(from https://commons.wikimedia.org/wiki/User:Aash_Gates)
23:59:38	2305/2305	---MCZ	200	added ('OK')	application/json	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.json	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.json	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:39	3229/3229	---M--	200	added ('OK')	application/vnd.php.serialized	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.php	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.php	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:40	14983/14983	---MCZ	200	added ('OK')	text/n3	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.n3	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.n3	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:40	14983/14983	---MCZ	200	added ('OK')	text/turtle	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.ttl	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.ttl	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:41	41373/41373	---M--	200	added ('OK')	application/n-triples	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.nt	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.nt	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:42	36849/36849	---MCZ	200	added ('OK')	application/rdf+xml	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.rdf	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.rdf	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:43	0/0	---M--	301	error ('TLS%20Redirect')	text/html	date:Sat,%2015%20Oct%202022%2018:29:43%20GMT	http://commons.m.wikimedia.org/wiki/File:Aashik_having_Tea.png	C:/My%20Web%20Sites/Aash%20Wiki/commons.m.wikimedia.org/wiki/File_Aashik_having_Tea.2a.delayed	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:43	29925/29925	---MCZ	200	added ('OK')	application/ld+json	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.wikimedia.org/wiki/Special:EntityData/M111639319.jsonld	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_EntityData/M111639319.jsonld	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:44	72437/72437	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:19:18%20GMT	https://commons.m.wikimedia.org/wiki/File:Aashik_having_Tea.png	C:/My%20Web%20Sites/Aash%20Wiki/commons.m.wikimedia.org/wiki/File_Aashik_having_Tea.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:44	391059/391059	---M--	200	added ('OK')	image/png	etag:2a46bcddbadfe7e4047a1a64b485db39	https://upload.wikimedia.org/wikipedia/commons/0/03/Aashik_having_Tea.png	C:/My%20Web%20Sites/Aash%20Wiki/upload.wikimedia.org/wikipedia/commons/0/03/Aashik_having_Tea.png	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:45	391059/391059	---M--	200	added ('OK')	image/png	etag:2a46bcddbadfe7e4047a1a64b485db39	https://upload.wikimedia.org/wikipedia/commons/0/03/Aashik_having_Tea.png?20211024183927	C:/My%20Web%20Sites/Aash%20Wiki/upload.wikimedia.org/wikipedia/commons/0/03/Aashik_having_Tea6891.png	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:45	2257/2257	---M--	200	added ('OK')	image/png	etag:21c34652c76b15c1733bd219d9605aa1	https://upload.wikimedia.org/wikipedia/commons/thumb/2/22/Exclam_icon.svg/55px-Exclam_icon.svg.png	C:/My%20Web%20Sites/Aash%20Wiki/upload.wikimedia.org/wikipedia/commons/thumb/2/22/Exclam_icon.svg/55px-Exclam_icon.svg.png	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:45	1586/1586	---M--	200	added ('OK')	image/png	etag:36a9f2a4835f2dcaa4be270a14ae0a35	https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Keep_tidy_ask.svg/70px-Keep_tidy_ask.svg.png	C:/My%20Web%20Sites/Aash%20Wiki/upload.wikimedia.org/wikipedia/commons/thumb/1/15/Keep_tidy_ask.svg/70px-Keep_tidy_ask.svg.png	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:46	28860/28860	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:19:17%20GMT	https://commons.wikimedia.org/wiki/Commons:Deletion_requests/Files_uploaded_by_Aash_Gates	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_Deletion_requests/Files_uploaded_by_Aash_Gates.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:47	27063/27063	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:47%20GMT	https://commons.wikimedia.org/wiki/Template:Delete2	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete2.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:47	24175/24175	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:47%20GMT	https://commons.wikimedia.org/wiki/Template:Delete3	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete3.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:48	60046/60046	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Oct%202022%2005:11:19%20GMT	https://commons.wikimedia.org/wiki/Template:Idw	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Idw.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:49	22183/22183	---MCZ	200	added ('OK')	text/html	date:Sat,%2015%20Oct%202022%2018:29:49%20GMT	https://commons.wikimedia.org/wiki/Special:GlobalUsage/Aashik_having_Tea.png	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Special_GlobalUsage/Aashik_having_Tea.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:49	34725/34725	---MCZ	200	added ('OK')	text/html	date:Mon,%2003%20Oct%202022%2010:40:58%20GMT	https://commons.wikimedia.org/wiki/Help:Mass_deletion_request	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Help_Mass_deletion_request.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:49	71906/71906	---MCZ	200	added ('OK')	text/html	date:Fri,%2007%20Oct%202022%2000:38:46%20GMT	https://commons.wikimedia.org/wiki/Template:Delete	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:50	133403/133403	---MCZ	200	added ('OK')	text/html	date:Wed,%2005%20Oct%202022%2012:15:17%20GMT	https://commons.wikimedia.org/wiki/Commons:D	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Commons_D.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:50	152209/152209	---MCZ	200	added ('OK')	text/html	date:Mon,%2010%20Oct%202022%2014:50:31%20GMT	https://commons.wikimedia.org/wiki/Template:Speedydelete	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Speedydelete.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:51	42005/42005	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:51%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/af	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/af.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:52	43393/43393	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:52%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/ar	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/ar.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:52	42666/42666	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:52%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/az	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/az.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:53	44021/44021	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:53%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/be-tarask	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/be-tarask.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:54	44574/44574	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:54%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/bn	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/bn.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:55	42280/42280	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:55%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/ca	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/ca.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:55	42231/42231	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:55%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/cs	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/cs.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:56	42779/42779	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:56%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/da	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/da.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:57	42350/42350	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:57%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/de	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/de.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:58	39929/39929	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:57%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/de-formal	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/de-formal.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:58	42169/42169	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:58%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/diq	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/diq.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:59	44037/44037	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:29:59%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/el	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/el.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
23:59:59	42090/42090	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2014:29:08%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/en	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/en.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:00	42333/42333	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:30:00%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/eo	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/eo.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:00	42304/42304	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:30:00%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/es	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/es.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:01	37281/37281	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:30:01%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/eu	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/eu.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:02	37142/37142	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:30:02%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/ext	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/ext.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:02	43090/43090	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2003:42:01%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/fa	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/fa.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
00:00:03	40397/40397	---MCZ	200	added ('OK')	text/html	date:Sat,%2001%20Oct%202022%2018:30:03%20GMT	https://commons.wikimedia.org/wiki/Template:Delete/fi	C:/My%20Web%20Sites/Aash%20Wiki/commons.wikimedia.org/wiki/Template_Delete/fi.html	(from https://commons.wikimedia.org/wiki/File:Aashik_having_Tea.png)
